bad_behaviour_card_shot,ball_receipt_outcome_shot,ball_recovery_offensive_shot,ball_recovery_recovery_failure_shot,block_save_block_shot,carry_end_location_shot,clearance_aerial_won_shot,counterpress_shot,dribble_outcome_shot,dribble_overrun_shot,duel_outcome_shot,duel_type_shot,duration_shot,foul_committed_advantage_shot,foul_committed_card_shot,foul_committed_type_shot,foul_won_advantage_shot,foul_won_defensive_shot,goalkeeper_body_part_shot,goalkeeper_end_location_shot,goalkeeper_outcome_shot,goalkeeper_position_shot,goalkeeper_technique_shot,goalkeeper_type_shot,id_shot,index_shot,interception_outcome_shot,location_shot,match_id_shot,minute_shot,off_camera_shot,pass_aerial_won_shot,pass_angle_shot,pass_assisted_shot_id_shot,pass_backheel_shot,pass_body_part_shot,pass_cross_shot,pass_end_location_shot,pass_goal_assist_shot,pass_height_shot,pass_length_shot,pass_outcome_shot,pass_recipient_shot,pass_shot_assist_shot,pass_switch_shot,pass_type_shot,period_shot,play_pattern_shot,player_shot,player_id_shot,position_shot,possession_shot,possession_team_shot,possession_team_id_shot,related_events_shot,second_shot,shot_body_part_shot,shot_end_location_shot,shot_first_time_shot,shot_freeze_frame_shot,shot_key_pass_id_shot,shot_outcome_shot,shot_statsbomb_xg_shot,shot_technique_shot,shot_type_shot,substitution_outcome_shot,substitution_replacement_shot,tactics_shot,team_shot,team_id_shot,timestamp_shot,type_shot,under_pressure_shot,comp_shot,play_before_type,bad_behaviour_card_pass,ball_receipt_outcome_pass,ball_recovery_offensive_pass,ball_recovery_recovery_failure_pass,block_save_block_pass,carry_end_location_pass,clearance_aerial_won_pass,counterpress_pass,dribble_outcome_pass,dribble_overrun_pass,duel_outcome_pass,duel_type_pass,duration_pass,foul_committed_advantage_pass,foul_committed_card_pass,foul_committed_type_pass,foul_won_advantage_pass,foul_won_defensive_pass,goalkeeper_body_part_pass,goalkeeper_end_location_pass,goalkeeper_outcome_pass,goalkeeper_position_pass,goalkeeper_technique_pass,goalkeeper_type_pass,id_pass,index_pass,interception_outcome_pass,location_pass,match_id_pass,minute_pass,off_camera_pass,pass_aerial_won_pass,pass_angle_pass,pass_assisted_shot_id_pass,pass_backheel_pass,pass_body_part_pass,pass_cross_pass,pass_end_location_pass,pass_goal_assist_pass,pass_height_pass,pass_length_pass,pass_outcome_pass,pass_recipient_pass,pass_shot_assist_pass,pass_switch_pass,pass_type_pass,period_pass,play_pattern_pass,player_pass,player_id_pass,position_pass,possession_pass,possession_team_pass,possession_team_id_pass,related_events_pass,second_pass,shot_body_part_pass,shot_end_location_pass,shot_first_time_pass,shot_freeze_frame_pass,shot_key_pass_id_pass,shot_outcome_pass,shot_statsbomb_xg_pass,shot_technique_pass,shot_type_pass,substitution_outcome_pass,substitution_replacement_pass,tactics_pass,team_pass,team_id_pass,timestamp_pass,type_pass,under_pressure_pass,comp_pass,shot_event,goalkeeper_position,league,season
,,,,,,,,,,,,0.561163,,,,,,,,,,,,80ee431f-f905-4ce5-8c8f-01854abc3f15,2289,,"[93.0, 41.0]",18236,46,,,,,,,,,,,,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,93,Barcelona,217,"['1f8d6340-bbce-47ee-a2fc-e95ef5ad411a', '1fbbcbf1-941a-4c91-9ca3-d92a8e313b24']",22,Right Foot,"[107.0, 41.0]",True,"[{'location': [112.0, 31.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 34.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 28.0], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.0, 48.0], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 52.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 38.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 34.0], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",a6b967bb-d6e4-47db-a1e3-0986edd436c8,Blocked,0.026587047,Normal,Open Play,,,,Barcelona,217,00:01:22.346,Shot,,Champions League,Ball Receipt*,,,,,,,,,,,,,1.502,,,,,,,,,,,,a6b967bb-d6e4-47db-a1e3-0986edd436c8,2287.0,,"[100.0, 33.0]",18236.0,46.0,,,2.3561945,80ee431f-f905-4ce5-8c8f-01854abc3f15,,Other,,"[93.0, 40.0]",,Ground Pass,9.899495,,Andrés Iniesta Luján,True,,,2.0,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,93.0,Barcelona,217.0,['c3d595da-d6f2-4592-929f-4b963743a318'],20.0,,,,,,,,,,,,,Barcelona,217.0,00:01:20.846,Pass,,Champions League,80ee431f-f905-4ce5-8c8f-01854abc3f15,Set,Champions League,2010/2011
,,,,,,,,,,,,0.3701,,,,,,,,,,,,12bb35a1-6ddd-4ee5-88e2-4dc127c2767a,2324,,"[99.0, 44.0]",18236,46,,,,,,,,,,,,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,93,Barcelona,217,"['2e8c6f2d-b34a-4077-8c83-0b4e0f85465a', '30cb7a51-f0f1-4b61-9867-84c32e1d599c', '6b9aa43c-a3b1-4bf3-a928-dd57a22ad4be']",46,Right Foot,"[105.0, 44.0]",,"[{'location': [108.0, 60.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 28.0], 'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 34.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 23.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 50.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 24.0], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.948685, 43.15395], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5c9c9505-b571-4dd0-82aa-3fc7f4415756,Blocked,0.05035425,Normal,Open Play,,,,Barcelona,217,00:01:46.815,Shot,True,Champions League,Pressure,,,,,,,,,,,,,1.272295,,,,,,,,,,,,5c9c9505-b571-4dd0-82aa-3fc7f4415756,2320.0,,"[109.0, 23.0]",18236.0,46.0,,,2.2597208,12bb35a1-6ddd-4ee5-88e2-4dc127c2767a,,Right Foot,,"[95.0, 40.0]",,Ground Pass,22.022715,,Xavier Hernández Creus,True,,,2.0,From Corner,Gerard Piqué Bernabéu,5213.0,Left Center Back,93.0,Barcelona,217.0,"['015f3fba-91da-4082-92d8-d5a00b339dca', 'a5317fee-a3c0-454c-bd68-a1264bd74f6f']",44.0,,,,,,,,,,,,,Barcelona,217.0,00:01:44.673,Pass,True,Champions League,12bb35a1-6ddd-4ee5-88e2-4dc127c2767a,Set,Champions League,2010/2011
,,,,,,,,,,,,0.2434,,,,,,,,,,,,e8bac22f-e886-4dc6-a15c-87132c905858,140,,"[99.0, 31.0]",18236,2,,,,,,,,,,,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,11,Manchester United,39,"['79ccac38-c894-478d-9c82-4295da166ad1', 'f51a1eab-dab1-48bf-a161-34a3e04a21d5']",47,Right Foot,"[104.0, 34.0]",,"[{'location': [102.0, 30.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.0, 5.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 18.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.0, 38.0], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 25.0], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 25.0], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 44.0], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 29.0], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 38.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [81.0, 23.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.0, 27.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",5ecd1637-4a9a-45c5-b92b-7d5179334b53,Blocked,0.05095734,Normal,Open Play,,,,Manchester United,39,00:02:47.553,Shot,,Champions League,Carry,,,,,,,,,,,,,0.9456,,,,,,,,,,,,5ecd1637-4a9a-45c5-b92b-7d5179334b53,137.0,,"[88.0, 39.0]",18236.0,2.0,,,-0.551655,e8bac22f-e886-4dc6-a15c-87132c905858,,Other,,"[101.0, 31.0]",,High Pass,15.264338,,Javier Hernández Balcázar,True,,,1.0,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,11.0,Manchester United,39.0,['9ec99682-75ff-4186-ae39-f89eb109658b'],45.0,,,,,,,,,,,,,Manchester United,39.0,00:02:45.872,Pass,,Champions League,e8bac22f-e886-4dc6-a15c-87132c905858,Set,Champions League,2010/2011
,,,,,,,,,,,,0.2807,,,,,,,,,,,,185303a8-89fe-4706-b7f6-2f50cd475738,2506,,"[113.0, 54.0]",18236,51,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,101,Barcelona,217,['5239b524-837d-4b55-8e01-c746abb0d470'],45,Right Foot,"[117.0, 37.8, 0.3]",,"[{'location': [110.0, 48.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 46.0], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 35.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 23.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 40.0], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2cfb415f-a0cd-4a5f-a980-175f5f4d512e,Saved,0.07287654,Normal,Open Play,,,,Barcelona,217,00:06:45.164,Shot,,Champions League,Carry,,,,,,,,,,,,,1.618305,,,,,,,,,,,,2cfb415f-a0cd-4a5f-a980-175f5f4d512e,2503.0,,"[83.0, 46.0]",18236.0,51.0,,,0.6889244,185303a8-89fe-4706-b7f6-2f50cd475738,,Right Foot,,"[100.0, 60.0]",,Ground Pass,22.022715,,Daniel Alves da Silva,True,,,2.0,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,101.0,Barcelona,217.0,['448a637e-4632-4000-9ed3-5c0c311dd792'],41.0,,,,,,,,,,,,,Barcelona,217.0,00:06:41.775,Pass,,Champions League,185303a8-89fe-4706-b7f6-2f50cd475738,Set,Champions League,2010/2011
,,,,,,,,,,,,0.590109,,,,,,,,,,,,8fe2193d-0162-49ca-9cbe-e85c4c07dd4b,2510,,"[104.0, 46.0]",18236,51,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,101,Barcelona,217,"['28be4bc6-41e5-4b63-937d-b796bb3e03a3', 'e09b6f2d-5d10-46f3-a9e7-5d8de683274c']",47,Left Foot,"[115.0, 42.0]",,"[{'location': [104.0, 25.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 37.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 58.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 51.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 22.0], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,Blocked,0.0568718,Half Volley,Open Play,,,,Barcelona,217,00:06:47.795,Shot,,Champions League,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fe2193d-0162-49ca-9cbe-e85c4c07dd4b,Set,Champions League,2010/2011
,,,,,,,,,,,,0.921,,,,,,,,,,,,2cb44ea0-08a7-462d-aa08-ba89c1f6ef17,2604,,"[94.0, 43.0]",18236,53,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,['6e2e2a57-91fd-4843-a762-3c85f060b861'],9,Left Foot,"[120.0, 42.4, 0.6]",,"[{'location': [105.0, 29.0], 'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 32.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 35.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 24.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 59.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 44.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.0, 35.0], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 21.0], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",57ed9a0c-dfa6-4b9f-a713-2762f635c907,Goal,0.04044454,Normal,Open Play,,,,Barcelona,217,00:08:09.195,Shot,,Champions League,Pass,,,,,,,,,,,,,1.342258,,,,,,,,,,,,57ed9a0c-dfa6-4b9f-a713-2762f635c907,2600.0,,"[82.0, 27.0]",18236.0,53.0,,,1.5707964,2cb44ea0-08a7-462d-aa08-ba89c1f6ef17,,Right Foot,,"[82.0, 47.0]",True,Ground Pass,20.0,,Lionel Andrés Messi Cuccittini,,,,2.0,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,104.0,Barcelona,217.0,['8cc3dd88-8a63-4f39-a18b-6b42a45d4018'],6.0,,,,,,,,,,,,,Barcelona,217.0,00:08:06.151,Pass,,Champions League,2cb44ea0-08a7-462d-aa08-ba89c1f6ef17,Set,Champions League,2010/2011
,,,,,,,,,,,,0.1017,,,,,,,,,,,,7761d73b-4886-4252-bc2f-7ef244aecdd2,528,,"[99.0, 39.0]",18236,10,,,,,,,,,,,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Right Wing,28,Barcelona,217,"['7a694a8a-d3af-441a-a181-5fa026bd12bf', 'df4022b0-704e-41b6-8bc2-facb536633ea']",5,Left Foot,"[101.0, 39.0]",,"[{'location': [103.0, 30.0], 'player': {'id': 18239, 'name': 'Fábio Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 73.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 37.0], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.0, 33.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 29.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 17.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 40.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 38.0], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 42.0], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 56.0], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",f150c092-4b15-4e7a-83d0-73edcc2032ef,Blocked,0.051226057,Normal,Open Play,,,,Barcelona,217,00:10:05.546,Shot,,Champions League,Ball Receipt*,,,,,,,,,,,,,0.776312,,,,,,,,,,,,f150c092-4b15-4e7a-83d0-73edcc2032ef,525.0,,"[86.0, 57.0]",18236.0,10.0,,,-0.9048271,7761d73b-4886-4252-bc2f-7ef244aecdd2,,Right Foot,,"[97.0, 43.0]",,Ground Pass,17.804493,,David Villa Sánchez,True,,,1.0,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,28.0,Barcelona,217.0,"['1838d355-dd77-489d-9359-31f7f0fa7908', '553ec28c-49a8-44bb-937e-5e0ef0dd3121']",2.0,,,,,,,,,,,,,Barcelona,217.0,00:10:02.793,Pass,True,Champions League,7761d73b-4886-4252-bc2f-7ef244aecdd2,Set,Champions League,2010/2011
