ball_receipt_outcome_shot,ball_recovery_recovery_failure_shot,block_offensive_shot,carry_end_location_shot,clearance_aerial_won_shot,clearance_body_part_shot,clearance_head_shot,clearance_left_foot_shot,clearance_other_shot,clearance_right_foot_shot,counterpress_shot,dribble_no_touch_shot,dribble_outcome_shot,duel_outcome_shot,duel_type_shot,duration_shot,foul_committed_advantage_shot,foul_committed_card_shot,foul_committed_type_shot,foul_won_advantage_shot,foul_won_defensive_shot,goalkeeper_body_part_shot,goalkeeper_end_location_shot,goalkeeper_outcome_shot,goalkeeper_position_shot,goalkeeper_technique_shot,goalkeeper_type_shot,id_shot,index_shot,injury_stoppage_in_chain_shot,interception_outcome_shot,location_shot,match_id_shot,minute_shot,off_camera_shot,out_shot,pass_aerial_won_shot,pass_angle_shot,pass_assisted_shot_id_shot,pass_body_part_shot,pass_cross_shot,pass_end_location_shot,pass_goal_assist_shot,pass_height_shot,pass_inswinging_shot,pass_length_shot,pass_miscommunication_shot,pass_no_touch_shot,pass_outcome_shot,pass_outswinging_shot,pass_recipient_shot,pass_shot_assist_shot,pass_switch_shot,pass_technique_shot,pass_through_ball_shot,pass_type_shot,period_shot,play_pattern_shot,player_shot,player_id_shot,position_shot,possession_shot,possession_team_shot,possession_team_id_shot,related_events_shot,second_shot,shot_aerial_won_shot,shot_body_part_shot,shot_end_location_shot,shot_first_time_shot,shot_freeze_frame_shot,shot_key_pass_id_shot,shot_one_on_one_shot,shot_outcome_shot,shot_statsbomb_xg_shot,shot_technique_shot,shot_type_shot,substitution_outcome_shot,substitution_replacement_shot,tactics_shot,team_shot,team_id_shot,timestamp_shot,type_shot,under_pressure_shot,comp_shot,play_before_type,ball_receipt_outcome_pass,ball_recovery_recovery_failure_pass,block_offensive_pass,carry_end_location_pass,clearance_aerial_won_pass,clearance_body_part_pass,clearance_head_pass,clearance_left_foot_pass,clearance_other_pass,clearance_right_foot_pass,counterpress_pass,dribble_no_touch_pass,dribble_outcome_pass,duel_outcome_pass,duel_type_pass,duration_pass,foul_committed_advantage_pass,foul_committed_card_pass,foul_committed_type_pass,foul_won_advantage_pass,foul_won_defensive_pass,goalkeeper_body_part_pass,goalkeeper_end_location_pass,goalkeeper_outcome_pass,goalkeeper_position_pass,goalkeeper_technique_pass,goalkeeper_type_pass,id_pass,index_pass,injury_stoppage_in_chain_pass,interception_outcome_pass,location_pass,match_id_pass,minute_pass,off_camera_pass,out_pass,pass_aerial_won_pass,pass_angle_pass,pass_assisted_shot_id_pass,pass_body_part_pass,pass_cross_pass,pass_end_location_pass,pass_goal_assist_pass,pass_height_pass,pass_inswinging_pass,pass_length_pass,pass_miscommunication_pass,pass_no_touch_pass,pass_outcome_pass,pass_outswinging_pass,pass_recipient_pass,pass_shot_assist_pass,pass_switch_pass,pass_technique_pass,pass_through_ball_pass,pass_type_pass,period_pass,play_pattern_pass,player_pass,player_id_pass,position_pass,possession_pass,possession_team_pass,possession_team_id_pass,related_events_pass,second_pass,shot_aerial_won_pass,shot_body_part_pass,shot_end_location_pass,shot_first_time_pass,shot_freeze_frame_pass,shot_key_pass_id_pass,shot_one_on_one_pass,shot_outcome_pass,shot_statsbomb_xg_pass,shot_technique_pass,shot_type_pass,substitution_outcome_pass,substitution_replacement_pass,tactics_pass,team_pass,team_id_pass,timestamp_pass,type_pass,under_pressure_pass,comp_pass,shot_event,goalkeeper_position,league,season
,,,,,,,,,,,,,,,0.039026,,,,,,,,,,,,8fc1aeff-79bd-4456-81fe-de5068c6c30b,53,,,"[112.6, 36.8]",3750201,1,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ji-Sung Park,20173.0,Right Center Midfield,4,Manchester United,39,"['5afb1974-9266-4d6e-b461-2c9e0aa630f4', '6ac4f0b9-6892-4940-bdde-094912183ced']",27,,Right Foot,"[113.6, 37.2]",True,"[{'location': [98.6, 30.6], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.8, 30.0], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.4, 29.4], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 21.2], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.6, 45.2], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 25.5], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.2, 41.0], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 39.8], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 38.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 40.8], 'player': {'id': 38411, 'name': 'Anderson Luis de Abreu Oliveira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.7, 26.4], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.1, 36.2], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.8, 37.2], 'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 27.6], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.3, 41.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 33.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Blocked,0.24934603,Half Volley,Open Play,,,,Manchester United,39,00:01:27.964,Shot,,Champions League,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fc1aeff-79bd-4456-81fe-de5068c6c30b,Set,Champions League,2008/2009
,,,,,,,,,,,,,,,1.411927,,,,,,,,,,,,4a5d5e8b-3b65-4885-b36a-81bf7df348c6,60,,,"[95.9, 28.5]",3750201,1,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Wayne Mark Rooney,3538.0,Right Midfield,5,Manchester United,39,"['62402f20-f008-4917-ac1c-a28641158cf1', '9ac9381e-7b92-46bd-b3a4-57cee5ef3c77']",59,,Right Foot,"[120.0, 19.6, 1.3]",True,"[{'location': [84.8, 43.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 25.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.1, 29.6], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.6, 46.8], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.9, 23.2], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.2, 31.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 34.4], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 38.2], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 32.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 28.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.6, 0.7], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.6, 47.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.4, 29.6], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 37.8], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 42.1], 'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Off T,0.016718948,Volley,Open Play,,,,Manchester United,39,00:01:59.683,Shot,True,Champions League,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a5d5e8b-3b65-4885-b36a-81bf7df348c6,Set,Champions League,2008/2009
,,,,,,,,,,,,,,,0.409481,,,,,,,,,,,,bdc9b5af-6b7f-4d09-9005-9c4d34c5bef0,1850,,,"[114.6, 30.1]",3750201,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,95,Barcelona,217,['453347a9-b7c0-44d5-ac0d-a97d37065996'],59,,Right Foot,"[118.2, 35.2, 0.3]",,"[{'location': [113.7, 39.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 30.2], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 31.2], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 35.2], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 43.1], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 38.6], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 51.8], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 36.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",1c738c1e-94b0-4a4c-9a0b-a1bc4e3d4495,True,Saved,0.15181008,Normal,Open Play,,,,Barcelona,217,00:02:59.957,Shot,,Champions League,Pass,,,,,,,,,,,,,,,,2.096695,,,,,,,,,,,,1c738c1e-94b0-4a4c-9a0b-a1bc4e3d4495,1843.0,,,"[53.1, 33.6]",3750201.0,47.0,,,,-0.6716062,bdc9b5af-6b7f-4d09-9005-9c4d34c5bef0,Right Foot,,"[88.2, 5.7]",,Low Pass,,44.837708,,,,,Thierry Henry,True,,,,,2.0,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,95.0,Barcelona,217.0,['9c3c9dd8-d100-4954-8127-db0ef852a55e'],52.0,,,,,,,,,,,,,,,Barcelona,217.0,00:02:52.561,Pass,,Champions League,bdc9b5af-6b7f-4d09-9005-9c4d34c5bef0,Set,Champions League,2008/2009
,,,,,,,,,,,,,,,1.320342,,,,,,,,,,,,552bd9b5-390a-4a05-9f9a-aa840a559b4a,219,,,"[87.9, 52.7]",3750201,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,16,Manchester United,39,['8d840249-535e-441f-83c3-28502fb65206'],45,,Right Foot,"[120.0, 45.1, 1.8]",,"[{'location': [81.2, 54.6], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [81.4, 68.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [82.6, 46.4], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.2, 24.8], 'player': {'id': 38411, 'name': 'Anderson Luis de Abreu Oliveira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.9, 32.8], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.1, 48.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.9, 24.9], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.1, 26.5], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.5, 12.8], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.4, 50.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.4, 55.6], 'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.6, 72.3], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [80.0, 33.2], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.6, 40.7], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3824cbf4-825d-4d82-8411-03fe31847683,,Off T,0.006325963,Normal,Open Play,,,,Manchester United,39,00:06:45.728,Shot,,Champions League,Ball Receipt*,,,,,,,,,,,,,,,,1.279414,,,,,,,,,,,,3824cbf4-825d-4d82-8411-03fe31847683,216.0,,,"[57.3, 31.1]",3750201.0,6.0,,,,0.49159065,552bd9b5-390a-4a05-9f9a-aa840a559b4a,Right Foot,,"[70.0, 37.9]",,Ground Pass,,14.405902,,,,,Cristiano Ronaldo dos Santos Aveiro,True,,,,,1.0,From Throw In,Michael Carrick,4751.0,Center Defensive Midfield,16.0,Manchester United,39.0,"['274d6f4f-45bd-4a6f-85a3-36a2c6644212', '6c8ae023-e10c-46f1-ac79-fd5ff0bb7e6c']",41.0,,,,,,,,,,,,,,,Manchester United,39.0,00:06:41.634,Pass,True,Champions League,552bd9b5-390a-4a05-9f9a-aa840a559b4a,Set,Champions League,2008/2009
,,,,,,,,,,,,,,,1.145608,,,,,,,,,,,,1e573054-3265-4627-beab-08f452936a16,261,,,"[106.4, 24.6]",3750201,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,19,Manchester United,39,"['2567237a-9d37-46d2-9941-c93a63232fc2', 'd4778a2e-0371-4d4d-9419-b60f3ce37638']",6,,Left Foot,"[120.0, 46.8, 0.8]",,"[{'location': [91.8, 24.2], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.8, 18.2], 'player': {'id': 38411, 'name': 'Anderson Luis de Abreu Oliveira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.3, 32.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 21.7], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 13.4], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.4, 61.2], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.8, 22.1], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 27.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 40.6], 'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 36.6], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 42.0], 'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.1, 12.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Off T,0.038694493,Half Volley,Open Play,,,,Manchester United,39,00:08:06.647,Shot,True,Champions League,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e573054-3265-4627-beab-08f452936a16,Set,Champions League,2008/2009
,,,,,,,,,,,,,,,0.623759,,,,,,,,,,,,370d6a4c-c5f9-46df-b9b9-5184fffdfe60,306,,,"[113.4, 52.5]",3750201,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,22,Barcelona,217,"['7b2658b6-ca2e-47a8-8d65-69ec981cb491', 'c80ba5d7-129f-417c-a87d-e8cdbabec79d']",8,,Right Foot,"[120.0, 40.7, 0.9]",,"[{'location': [97.5, 32.9], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.9, 48.1], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.5, 39.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.7, 52.1], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 50.7], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 55.0], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 44.5], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 33.7], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 31.3], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.9, 43.1], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",01da6105-9b9f-41e9-8367-a03c8c8ea85c,,Goal,0.10226101,Normal,Open Play,,,,Barcelona,217,00:09:08.208,Shot,True,Champions League,Pressure,,,,,,,,,,,,,,,,1.262525,,,,,,,,,,,,01da6105-9b9f-41e9-8367-a03c8c8ea85c,298.0,,,"[88.5, 53.3]",3750201.0,9.0,,,,0.39399305,370d6a4c-c5f9-46df-b9b9-5184fffdfe60,Right Foot,,"[106.3, 60.7]",True,Ground Pass,,19.27693,,,,,Samuel Eto''o Fils,,,,,,1.0,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,22.0,Barcelona,217.0,['686a7752-cf4c-4cbf-a60b-ecbead644126'],4.0,,,,,,,,,,,,,,,Barcelona,217.0,00:09:04.827,Pass,,Champions League,370d6a4c-c5f9-46df-b9b9-5184fffdfe60,Set,Champions League,2008/2009
,,,,,,,,,,,,,,,0.951792,,,,,,,,,,,,6032fd2c-cce3-4e31-9a44-492289b2c9ce,651,,,"[95.3, 57.7]",3750201,18,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,36,Barcelona,217,['744e510b-32c6-46f2-a881-60d3d88685ce'],53,,Left Foot,"[120.0, 36.9, 5.6]",,"[{'location': [96.6, 78.7], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.6, 70.4], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 63.2], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.5, 59.7], 'player': {'id': 38411, 'name': 'Anderson Luis de Abreu Oliveira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.3, 47.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.9, 45.9], 'player': {'id': 20173, 'name': 'Ji-Sung Park'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.9, 50.7], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 54.7], 'player': {'id': 20172, 'name': 'Nemanja Vidić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 40.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 49.5], 'player': {'id': 20171, 'name': 'Rio Ferdinand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 37.1], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.3, 42.1], 'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0ad0b227-506d-45c1-9077-d2f0be9d7d62,,Off T,0.010184707,Normal,Open Play,,,,Barcelona,217,00:18:53.666,Shot,,Champions League,Carry,,,,,,,,,,,,,,,,1.560849,,,,,,,,,,,,0ad0b227-506d-45c1-9077-d2f0be9d7d62,648.0,,,"[105.1, 77.8]",3750201.0,18.0,,,,-3.0113811,6032fd2c-cce3-4e31-9a44-492289b2c9ce,Right Foot,,"[88.3, 75.6]",,Low Pass,,16.943436,,,,,Lionel Andrés Messi Cuccittini,True,,,,,1.0,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,36.0,Barcelona,217.0,['1c9e7f18-150e-4961-a417-475facf33eee'],48.0,,,,,,,,,,,,,,,Barcelona,217.0,00:18:48.639,Pass,,Champions League,6032fd2c-cce3-4e31-9a44-492289b2c9ce,Set,Champions League,2008/2009
