bad_behaviour_card_shot,ball_receipt_outcome_shot,ball_recovery_offensive_shot,ball_recovery_recovery_failure_shot,block_deflection_shot,block_offensive_shot,carry_end_location_shot,clearance_aerial_won_shot,counterpress_shot,dribble_outcome_shot,dribble_overrun_shot,duel_outcome_shot,duel_type_shot,duration_shot,foul_committed_advantage_shot,foul_committed_card_shot,foul_committed_offensive_shot,foul_committed_penalty_shot,foul_committed_type_shot,foul_won_advantage_shot,foul_won_defensive_shot,foul_won_penalty_shot,goalkeeper_body_part_shot,goalkeeper_end_location_shot,goalkeeper_outcome_shot,goalkeeper_position_shot,goalkeeper_technique_shot,goalkeeper_type_shot,id_shot,index_shot,interception_outcome_shot,location_shot,match_id_shot,minute_shot,off_camera_shot,pass_aerial_won_shot,pass_angle_shot,pass_assisted_shot_id_shot,pass_backheel_shot,pass_body_part_shot,pass_cross_shot,pass_deflected_shot,pass_end_location_shot,pass_goal_assist_shot,pass_height_shot,pass_length_shot,pass_miscommunication_shot,pass_outcome_shot,pass_recipient_shot,pass_shot_assist_shot,pass_switch_shot,pass_technique_shot,pass_through_ball_shot,pass_type_shot,period_shot,play_pattern_shot,player_shot,player_id_shot,position_shot,possession_shot,possession_team_shot,possession_team_id_shot,related_events_shot,second_shot,shot_aerial_won_shot,shot_body_part_shot,shot_deflected_shot,shot_end_location_shot,shot_first_time_shot,shot_freeze_frame_shot,shot_key_pass_id_shot,shot_outcome_shot,shot_redirect_shot,shot_statsbomb_xg_shot,shot_technique_shot,shot_type_shot,substitution_outcome_shot,substitution_replacement_shot,tactics_shot,team_shot,team_id_shot,timestamp_shot,type_shot,under_pressure_shot,comp_shot,play_before_type,bad_behaviour_card_pass,ball_receipt_outcome_pass,ball_recovery_offensive_pass,ball_recovery_recovery_failure_pass,block_deflection_pass,block_offensive_pass,carry_end_location_pass,clearance_aerial_won_pass,counterpress_pass,dribble_outcome_pass,dribble_overrun_pass,duel_outcome_pass,duel_type_pass,duration_pass,foul_committed_advantage_pass,foul_committed_card_pass,foul_committed_offensive_pass,foul_committed_penalty_pass,foul_committed_type_pass,foul_won_advantage_pass,foul_won_defensive_pass,foul_won_penalty_pass,goalkeeper_body_part_pass,goalkeeper_end_location_pass,goalkeeper_outcome_pass,goalkeeper_position_pass,goalkeeper_technique_pass,goalkeeper_type_pass,id_pass,index_pass,interception_outcome_pass,location_pass,match_id_pass,minute_pass,off_camera_pass,pass_aerial_won_pass,pass_angle_pass,pass_assisted_shot_id_pass,pass_backheel_pass,pass_body_part_pass,pass_cross_pass,pass_deflected_pass,pass_end_location_pass,pass_goal_assist_pass,pass_height_pass,pass_length_pass,pass_miscommunication_pass,pass_outcome_pass,pass_recipient_pass,pass_shot_assist_pass,pass_switch_pass,pass_technique_pass,pass_through_ball_pass,pass_type_pass,period_pass,play_pattern_pass,player_pass,player_id_pass,position_pass,possession_pass,possession_team_pass,possession_team_id_pass,related_events_pass,second_pass,shot_aerial_won_pass,shot_body_part_pass,shot_deflected_pass,shot_end_location_pass,shot_first_time_pass,shot_freeze_frame_pass,shot_key_pass_id_pass,shot_outcome_pass,shot_redirect_pass,shot_statsbomb_xg_pass,shot_technique_pass,shot_type_pass,substitution_outcome_pass,substitution_replacement_pass,tactics_pass,team_pass,team_id_pass,timestamp_pass,type_pass,under_pressure_pass,comp_pass,shot_event,goalkeeper_position,league,season
,,,,,,,,,,,,,1.45177,,,,,,,,,,,,,,,1870cd9e-18dc-46d6-9715-59eaba1ebbab,4014,,"[92.0, 45.0]",18241,107,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Luka Modrić,5463.0,Right Center Midfield,249,Atlético Madrid,212,"['18b171cb-02dc-4bf6-960e-a0bd5704f444', 'c7823f56-8718-453c-afb5-c77eea7c4bb8']",39,,Right Foot,True,"[116.0, 37.4, 0.9]",,"[{'location': [89.0, 22.0], 'player': {'id': 20883, 'name': 'José Ernesto Sosa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [82.0, 46.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [80.0, 41.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 24.0], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 34.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 51.0], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.0, 30.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 31.0], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 22.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.0, 6.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.0, 46.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 53.0], 'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.0, 42.0], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Saved,,0.028465914,Normal,Open Play,,,,Real Madrid,220,00:02:39.314,Shot,True,Champions League,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870cd9e-18dc-46d6-9715-59eaba1ebbab,Moving,Champions League,2013/2014
,,,,,,,,,,,,,0.8356,,,,,,,,,,,,,,,0d64fc55-2ac0-4c75-9e64-d1d97dd3d1bd,4022,,"[114.0, 37.0]",18241,108,,,,,,,,,,,,,,,,,,,,,4,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,251,Atlético Madrid,212,"['60083c66-4ae2-493e-a679-ed948a34ed40', '939f6b10-05c5-43a1-8a19-d155bf60ab91']",47,True,Head,,"[120.0, 37.2, 1.5]",,"[{'location': [109.0, 39.0], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 34.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 49.0], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.0, 36.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.0, 44.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 34.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 47.0], 'player': {'id': 20883, 'name': 'José Ernesto Sosa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 47.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 42.0], 'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",be0b8f50-275c-4601-aab8-fde3a7f97554,Saved,,0.1771205,Normal,Open Play,,,,Atlético Madrid,212,00:03:47.584,Shot,True,Champions League,Block,,,,,,,,,,,,,,2.1316,,,,,,,,,,,,,,,be0b8f50-275c-4601-aab8-fde3a7f97554,4019.0,,"[82.0, 68.0]",18241.0,108.0,,,-0.7690062,0d64fc55-2ac0-4c75-9e64-d1d97dd3d1bd,,Right Foot,,,"[113.0, 38.0]",,High Pass,43.13931,,,Diego Roberto Godín Leal,True,,,,Free Kick,4.0,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,251.0,Atlético Madrid,212.0,['cd0c0790-3c55-4903-a08e-ece00f9d0a9e'],45.0,,,,,,,,,,,,,,,,Atlético Madrid,212.0,00:03:45.453,Pass,,Champions League,0d64fc55-2ac0-4c75-9e64-d1d97dd3d1bd,Set,Champions League,2013/2014
,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,149fc400-919b-4eef-aa7d-982d76b64f4c,4077,,"[109.0, 27.0]",18241,109,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Center Midfield,256,Real Madrid,220,['c74eff6d-994c-4c18-80c2-9abf38b82226'],51,,Left Foot,,"[116.0, 39.7, 0.7]",,"[{'location': [103.0, 18.0], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 21.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 33.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",efd59697-eeea-4978-b7db-d9dd9eab3d17,Saved,,0.19635598,Normal,Open Play,,,,Real Madrid,220,00:04:51.435,Shot,,Champions League,Pass,,,,,,,,,,,,,,1.318904,,,,,,,,,,,,,,,efd59697-eeea-4978-b7db-d9dd9eab3d17,4070.0,,"[61.0, 5.0]",18241.0,109.0,,,-0.14189705,149fc400-919b-4eef-aa7d-982d76b64f4c,,Right Foot,,,"[75.0, 3.0]",,Ground Pass,14.142136,,,Ángel Fabián Di María Hernández,True,,,,,4.0,Regular Play,Álvaro Borja Morata Martín,3477.0,Center Forward,256.0,Real Madrid,220.0,['5eea86f1-2cce-4b07-b8fa-54e9a442eed1'],44.0,,,,,,,,,,,,,,,,Real Madrid,220.0,00:04:44.567,Pass,,Champions League,149fc400-919b-4eef-aa7d-982d76b64f4c,Moving,Champions League,2013/2014
,,,,,,,,,,,,,0.466169,,,,,,,,,,,,,,,c9e94df6-7244-4f4a-814a-0195a03d115c,4081,,"[117.0, 44.0]",18241,109,,,,,,,,,,,,,,,,,,,,,4,Regular Play,Gareth Frank Bale,6399.0,Right Wing,256,Real Madrid,220,"['04912687-7b77-4d46-a72e-baf5ba3d838a', '8312f576-abed-4c34-a23e-d688ff16b22a']",53,,Head,,"[120.0, 41.1, 2.2]",,"[{'location': [118.0, 42.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 30.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 31.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.0, 32.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Goal,,0.62730366,Normal,Open Play,,,,Real Madrid,220,00:04:53.012,Shot,True,Champions League,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9e94df6-7244-4f4a-814a-0195a03d115c,Moving,Champions League,2013/2014
,,,,,,,,,,,,,1.384634,,,,,,,,,,,,,,,0c27e236-e547-4ab4-8c3c-cc09c817a976,1873,,"[100.0, 51.0]",18241,50,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raúl García Escudero,6391.0,Right Midfield,115,Atlético Madrid,212,['4dd17798-d7f2-4562-810d-58bb2dee46e7'],4,,Left Foot,,"[120.0, 32.3, 6.3]",True,"[{'location': [104.0, 28.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 48.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 21.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 11.0], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 28.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 13.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 17.0], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.0, 21.0], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.0, 41.0], 'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 26.0], 'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",05d12c72-197c-4ce6-a1da-12ac08cd0a1c,Off T,,0.03376404,Half Volley,Open Play,,,,Atlético Madrid,212,00:05:04.722,Shot,,Champions League,Ball Receipt*,,,,,,,,,,,,,,2.4323,,,,,,,,,,,,,,,05d12c72-197c-4ce6-a1da-12ac08cd0a1c,1871.0,,"[107.0, 8.0]",18241.0,50.0,,,1.6133238,0c27e236-e547-4ab4-8c3c-cc09c817a976,,Right Foot,True,,"[105.0, 55.0]",,Low Pass,47.042534,,,Raúl García Escudero,True,True,,,,2.0,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,115.0,Atlético Madrid,212.0,['2c74775c-072b-4573-ab7e-3acd0cd2f00b'],2.0,,,,,,,,,,,,,,,,Atlético Madrid,212.0,00:05:02.290,Pass,,Champions League,0c27e236-e547-4ab4-8c3c-cc09c817a976,Set,Champions League,2013/2014
,,,,,,,,,,,,,1.88019,,,,,,,,,,,,,,,af4fb09e-6209-459a-94b8-4b636bd8d964,3598,,"[88.0, 54.0]",18241,96,,,,,,,,,,,,,,,,,,,,,3,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,221,Real Madrid,220,['d633ea45-2c99-41f5-98b2-709424b04157'],18,,Right Foot,,"[120.0, 61.0]",,"[{'location': [103.0, 32.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 55.0], 'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 48.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 57.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 33.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 32.0], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 55.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [77.0, 50.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.0, 62.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.0, 27.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.0, 42.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 24.0], 'player': {'id': 20883, 'name': 'José Ernesto Sosa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.0, 52.0], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [84.0, 37.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",9224c239-07ff-419d-b7fd-0134d776c780,Wayward,,0.0059263874,Normal,Open Play,,,,Real Madrid,220,00:06:18.676,Shot,,Champions League,Carry,,,,,,,,,,,,,,0.916288,,,,,,,,,,,,,,,9224c239-07ff-419d-b7fd-0134d776c780,3594.0,,"[81.0, 51.0]",18241.0,96.0,,,1.5707964,af4fb09e-6209-459a-94b8-4b636bd8d964,,Right Foot,,,"[81.0, 54.0]",,Ground Pass,3.0,,,Cristiano Ronaldo dos Santos Aveiro,True,,,,,3.0,From Throw In,Francisco Román Alarcón Suárez,4926.0,Center Defensive Midfield,221.0,Real Madrid,220.0,['cba14ade-a47a-441f-9cbc-0db09ea6ac56'],16.0,,,,,,,,,,,,,,,,Real Madrid,220.0,00:06:16.405,Pass,,Champions League,af4fb09e-6209-459a-94b8-4b636bd8d964,Moving,Champions League,2013/2014
,,,,,,,,,,,,,1.472156,,,,,,,,,,,,,,,4be95fb7-0e95-4bea-881d-7b53f6266258,4106,,"[113.0, 26.0]",18241,113,,,,,,,,,,,,,,,,,,,,,4,From Free Kick,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,259,Atlético Madrid,212,['5ad3edc6-bbe8-4957-9184-20953a590f05'],8,,Right Foot,,"[120.0, 41.3, 3.8]",,"[{'location': [112.0, 31.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 46.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 32.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.0, 37.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 49.0], 'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 29.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 28.0], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 30.0], 'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",028cd9a0-725b-400a-a50b-3e53173bb66b,Off T,,0.06635372,Half Volley,Open Play,,,,Atlético Madrid,212,00:08:08.881,Shot,,Champions League,Ball Receipt*,,,,,,,,,,,,,,0.848131,,,,,,,,,,,,,,,028cd9a0-725b-400a-a50b-3e53173bb66b,4103.0,,"[110.0, 32.0]",18241.0,113.0,,True,-1.1071488,4be95fb7-0e95-4bea-881d-7b53f6266258,,,,,"[114.0, 24.0]",,Low Pass,8.944272,,,Tiago Cardoso Mendes,True,,,,,4.0,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,259.0,Atlético Madrid,212.0,"['c8d610da-7804-4eaf-bbad-b28fea310bc6', 'edae1273-593c-4273-981d-6a9b39f56cb7']",7.0,,,,,,,,,,,,,,,,Atlético Madrid,212.0,00:08:07.708,Pass,True,Champions League,4be95fb7-0e95-4bea-881d-7b53f6266258,Prone,Champions League,2013/2014
