bad_behaviour_card_shot,ball_receipt_outcome_shot,ball_recovery_offensive_shot,ball_recovery_recovery_failure_shot,block_offensive_shot,carry_end_location_shot,clearance_aerial_won_shot,clearance_body_part_shot,clearance_head_shot,clearance_left_foot_shot,clearance_right_foot_shot,counterpress_shot,dribble_nutmeg_shot,dribble_outcome_shot,dribble_overrun_shot,duel_outcome_shot,duel_type_shot,duration_shot,foul_committed_advantage_shot,foul_committed_card_shot,foul_committed_offensive_shot,foul_committed_penalty_shot,foul_committed_type_shot,foul_won_advantage_shot,foul_won_defensive_shot,goalkeeper_body_part_shot,goalkeeper_end_location_shot,goalkeeper_outcome_shot,goalkeeper_position_shot,goalkeeper_technique_shot,goalkeeper_type_shot,id_shot,index_shot,interception_outcome_shot,location_shot,match_id_shot,minute_shot,miscontrol_aerial_won_shot,off_camera_shot,out_shot,pass_aerial_won_shot,pass_angle_shot,pass_assisted_shot_id_shot,pass_body_part_shot,pass_cross_shot,pass_cut_back_shot,pass_end_location_shot,pass_goal_assist_shot,pass_height_shot,pass_inswinging_shot,pass_length_shot,pass_outcome_shot,pass_outswinging_shot,pass_recipient_shot,pass_shot_assist_shot,pass_switch_shot,pass_technique_shot,pass_through_ball_shot,pass_type_shot,period_shot,play_pattern_shot,player_shot,player_id_shot,position_shot,possession_shot,possession_team_shot,possession_team_id_shot,related_events_shot,second_shot,shot_aerial_won_shot,shot_body_part_shot,shot_end_location_shot,shot_first_time_shot,shot_freeze_frame_shot,shot_key_pass_id_shot,shot_outcome_shot,shot_statsbomb_xg_shot,shot_technique_shot,shot_type_shot,substitution_outcome_shot,substitution_replacement_shot,tactics_shot,team_shot,team_id_shot,timestamp_shot,type_shot,under_pressure_shot,comp_shot,play_before_type,bad_behaviour_card_pass,ball_receipt_outcome_pass,ball_recovery_offensive_pass,ball_recovery_recovery_failure_pass,block_offensive_pass,carry_end_location_pass,clearance_aerial_won_pass,clearance_body_part_pass,clearance_head_pass,clearance_left_foot_pass,clearance_right_foot_pass,counterpress_pass,dribble_nutmeg_pass,dribble_outcome_pass,dribble_overrun_pass,duel_outcome_pass,duel_type_pass,duration_pass,foul_committed_advantage_pass,foul_committed_card_pass,foul_committed_offensive_pass,foul_committed_penalty_pass,foul_committed_type_pass,foul_won_advantage_pass,foul_won_defensive_pass,goalkeeper_body_part_pass,goalkeeper_end_location_pass,goalkeeper_outcome_pass,goalkeeper_position_pass,goalkeeper_technique_pass,goalkeeper_type_pass,id_pass,index_pass,interception_outcome_pass,location_pass,match_id_pass,minute_pass,miscontrol_aerial_won_pass,off_camera_pass,out_pass,pass_aerial_won_pass,pass_angle_pass,pass_assisted_shot_id_pass,pass_body_part_pass,pass_cross_pass,pass_cut_back_pass,pass_end_location_pass,pass_goal_assist_pass,pass_height_pass,pass_inswinging_pass,pass_length_pass,pass_outcome_pass,pass_outswinging_pass,pass_recipient_pass,pass_shot_assist_pass,pass_switch_pass,pass_technique_pass,pass_through_ball_pass,pass_type_pass,period_pass,play_pattern_pass,player_pass,player_id_pass,position_pass,possession_pass,possession_team_pass,possession_team_id_pass,related_events_pass,second_pass,shot_aerial_won_pass,shot_body_part_pass,shot_end_location_pass,shot_first_time_pass,shot_freeze_frame_pass,shot_key_pass_id_pass,shot_outcome_pass,shot_statsbomb_xg_pass,shot_technique_pass,shot_type_pass,substitution_outcome_pass,substitution_replacement_pass,tactics_pass,team_pass,team_id_pass,timestamp_pass,type_pass,under_pressure_pass,comp_pass,shot_event,goalkeeper_position,league,season,pass_no_touch_shot,pass_straight_shot,shot_one_on_one_shot,pass_no_touch_pass,pass_straight_pass,shot_one_on_one_pass,foul_won_penalty_shot,foul_won_penalty_pass
,,,,,,,,,,,,,,,,,0.921472,,,,,,,,,,,,,,c1fcc107-31de-4402-875f-d40107596ddf,1564,,"[108.9, 46.4]",3887188,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Fernando De Napoli,39846.0,Right Wing Back,104,Napoli,227,"['2e9205d8-514a-457b-8b5a-df08db2d10d9', 'd2cbaac7-8719-42a9-a182-422a20b478e7']",31,,Head,"[117.6, 44.1]",,"[{'location': [118.5, 40.3], 'player': {'id': 398823, 'name': 'Eike Immel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 30.6], 'player': {'id': 39826, 'name': 'Antônio de Oliveira Filho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.9, 38.8], 'player': {'id': 398833, 'name': 'Fritz Walter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.6, 36.3], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 41.8], 'player': {'id': 398830, 'name': 'Jürgen Hartmann'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 44.0], 'player': {'id': 398828, 'name': 'Günther Schäfer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.9, 35.5], 'player': {'id': 38673, 'name': 'Guido Buchwald'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 46.2], 'player': {'id': 39817, 'name': 'Alessandro Renica'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.9, 43.1], 'player': {'id': 19624, 'name': 'Ciro Ferrara'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.6, 38.4], 'player': {'id': 39819, 'name': 'Giovanni Francini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.7, 43.6], 'player': {'id': 39829, 'name': 'Ricardo Rogério de Brito'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",f77efc3d-7440-4c80-bca3-66a364c4b3b4,Blocked,0.04733248,Normal,Open Play,,,,Napoli,227,00:00:31.708,Shot,,UEFA Europa League,Ball Receipt*,,,,,,,,,,,,,,,,,,1.99052,,,,,,,,,,,,,,f77efc3d-7440-4c80-bca3-66a364c4b3b4,1562.0,,"[114.2, 15.5]",3887188.0,45.0,,,,,1.7406645,c1fcc107-31de-4402-875f-d40107596ddf,Left Foot,True,,"[108.9, 46.4]",,High Pass,,31.351236,,,Fernando De Napoli,True,,,,,2.0,From Corner,Diego Armando Maradona,38641.0,Center Attacking Midfield,104.0,Napoli,227.0,['cdec0ddc-d2f2-49ca-b7fc-511e5911d710'],29.0,,,,,,,,,,,,,,Napoli,227.0,00:00:29.677,Pass,,UEFA Europa League,c1fcc107-31de-4402-875f-d40107596ddf,Set,UEFA Europa League,1988/1989,,,,,,,,
,,,,,,,,,,,,,,,,,2.185496,,,,,,,,,,,,,,6858d5a6-d9fb-45dd-b690-46fd69b1f189,1587,,"[82.3, 46.3]",3887188,46,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fernando De Napoli,39846.0,Right Wing Back,105,Napoli,227,['4a7aaaa7-ccf2-4a43-be7e-54ecfb281a5d'],0,,Right Foot,"[120.0, 30.6, 0.3]",,"[{'location': [101.9, 30.4], 'player': {'id': 398830, 'name': 'Jürgen Hartmann'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [73.4, 52.7], 'player': {'id': 39817, 'name': 'Alessandro Renica'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [72.3, 33.4], 'player': {'id': 398832, 'name': 'Ásgeir Sigurvinsson'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [85.8, 44.3], 'player': {'id': 38691, 'name': 'Srečko Katanec'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.4, 48.3], 'player': {'id': 398829, 'name': 'Michael Schröder'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [89.7, 39.9], 'player': {'id': 39829, 'name': 'Ricardo Rogério de Brito'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.6, 48.8], 'player': {'id': 39826, 'name': 'Antônio de Oliveira Filho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.9, 27.9], 'player': {'id': 39843, 'name': 'Luca Fusi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.1, 32.9], 'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [77.2, 33.7], 'player': {'id': 39820, 'name': 'Massimo Crippa'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [99.9, 48.4], 'player': {'id': 38673, 'name': 'Guido Buchwald'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.1, 42.6], 'player': {'id': 398820, 'name': 'Karl Allgöwer'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.7, 27.8], 'player': {'id': 398828, 'name': 'Günther Schäfer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.8, 35.6], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 40.4], 'player': {'id': 398823, 'name': 'Eike Immel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Off T,0.0072361985,Normal,Open Play,,,,Napoli,227,00:01:00.588,Shot,,UEFA Europa League,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6858d5a6-d9fb-45dd-b690-46fd69b1f189,Set,UEFA Europa League,1988/1989,,,,,,,,
,,,,,,,,,,,,,,,,,0.25872,,,,,,,,,,,,,,0a9c487b-22f0-4713-8df2-6327eeb05e70,1633,,"[108.6, 25.1]",3887188,47,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Karl Allgöwer,398820.0,Center Back,107,VfB Stuttgart,174,"['3b7cfe03-0dd4-426c-9cf3-bc6ffd0bfc70', '52465993-5676-43ba-bf0f-e6ac39728441']",40,,Right Foot,"[112.4, 29.7]",True,"[{'location': [110.9, 26.9], 'player': {'id': 39843, 'name': 'Luca Fusi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 47.4], 'player': {'id': 39822, 'name': 'Andrea Carnevale'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.7, 38.5], 'player': {'id': 39826, 'name': 'Antônio de Oliveira Filho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.8, 36.7], 'player': {'id': 39846, 'name': 'Fernando De Napoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.5, 29.2], 'player': {'id': 39819, 'name': 'Giovanni Francini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 30.7], 'player': {'id': 39829, 'name': 'Ricardo Rogério de Brito'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 30.0], 'player': {'id': 39817, 'name': 'Alessandro Renica'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.2, 44.1], 'player': {'id': 19624, 'name': 'Ciro Ferrara'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 38.0], 'player': {'id': 39815, 'name': 'Giuliano Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 28.2], 'player': {'id': 39820, 'name': 'Massimo Crippa'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.4, 25.0], 'player': {'id': 398831, 'name': 'Maurizio Gaudino'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [109.3, 45.1], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.1, 39.1], 'player': {'id': 398833, 'name': 'Fritz Walter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.4, 28.7], 'player': {'id': 398829, 'name': 'Michael Schröder'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.2, 47.3], 'player': {'id': 38691, 'name': 'Srečko Katanec'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",5177e818-b7e1-4100-b9c8-98e4ee594bde,Blocked,0.039380755,Normal,Open Play,,,,VfB Stuttgart,174,00:02:40.659,Shot,,UEFA Europa League,Ball Receipt*,,,,,,,,,,,,,,,,,,1.460802,,,,,,,,,,,,,,5177e818-b7e1-4100-b9c8-98e4ee594bde,1631.0,,"[113.3, 23.4]",3887188.0,47.0,,,,,2.794531,0a9c487b-22f0-4713-8df2-6327eeb05e70,Left Foot,,,"[108.6, 25.1]",,Ground Pass,,4.9979997,,,Karl Allgöwer,True,,,,Free Kick,2.0,From Free Kick,Ásgeir Sigurvinsson,398832.0,Right Attacking Midfield,107.0,VfB Stuttgart,174.0,['8e342fc9-0b64-4f3c-9d16-48cb46b31b5b'],39.0,,,,,,,,,,,,,,VfB Stuttgart,174.0,00:02:39.124,Pass,,UEFA Europa League,0a9c487b-22f0-4713-8df2-6327eeb05e70,Set,UEFA Europa League,1988/1989,,,,,,,,
,,,,,,,,,,,,,,,,,1.340685,,,,,,,,,,,,,,0ad4fee6-76b6-4cc2-bece-29a94f8d1e6a,1699,,"[112.3, 45.7]",3887188,49,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrea Carnevale,39822.0,Left Center Forward,114,Napoli,227,"['00f51f6a-96f5-4aed-99cd-beb4967c3dbb', '6907132f-c969-4791-a5b4-7cfecb08fda8']",57,True,Head,"[120.0, 56.4, 1.2]",,"[{'location': [98.5, 48.5], 'player': {'id': 398832, 'name': 'Ásgeir Sigurvinsson'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [106.9, 37.4], 'player': {'id': 398820, 'name': 'Karl Allgöwer'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.9, 32.4], 'player': {'id': 398828, 'name': 'Günther Schäfer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.4, 42.3], 'player': {'id': 38691, 'name': 'Srečko Katanec'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 37.9], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 40.5], 'player': {'id': 398830, 'name': 'Jürgen Hartmann'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 51.5], 'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.9, 51.8], 'player': {'id': 39846, 'name': 'Fernando De Napoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.2, 37.7], 'player': {'id': 39826, 'name': 'Antônio de Oliveira Filho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.2, 45.3], 'player': {'id': 38673, 'name': 'Guido Buchwald'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 51.0], 'player': {'id': 398829, 'name': 'Michael Schröder'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.4, 41.8], 'player': {'id': 398823, 'name': 'Eike Immel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",059a2b1e-e0f1-4a37-aaa5-e3034d12736d,Off T,0.062251043,Normal,Open Play,,,,Napoli,227,00:04:57.984,Shot,True,UEFA Europa League,Ball Receipt*,,,,,,,,,,,,,,,,,,1.862133,,,,,,,,,,,,,,059a2b1e-e0f1-4a37-aaa5-e3034d12736d,1696.0,,"[81.7, 34.6]",3887188.0,49.0,,,,,0.3479836,0ad4fee6-76b6-4cc2-bece-29a94f8d1e6a,Left Foot,,,"[112.3, 45.7]",,High Pass,,32.551037,,,Andrea Carnevale,True,,,,Free Kick,2.0,From Free Kick,Diego Armando Maradona,38641.0,Center Attacking Midfield,114.0,Napoli,227.0,['56d14578-4e5c-42d4-a39c-b98f5b8b16e6'],56.0,,,,,,,,,,,,,,Napoli,227.0,00:04:56.081,Pass,,UEFA Europa League,0ad4fee6-76b6-4cc2-bece-29a94f8d1e6a,Set,UEFA Europa League,1988/1989,,,,,,,,
,,,,,,,,,,,,,,,,,1.691759,,,,,,,,,,,,,,1b8b0d19-91fa-445a-83ba-2eefe678df7d,176,,"[99.1, 49.4]",3887188,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antônio de Oliveira Filho,39826.0,Right Center Forward,13,Napoli,227,"['136a165b-1376-4035-bb84-a7a0ca5d6957', '473a086d-2bfa-4fef-9006-b5b1986e45ed']",3,,Left Foot,"[120.0, 33.3, 0.2]",,"[{'location': [118.1, 40.6], 'player': {'id': 398823, 'name': 'Eike Immel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 57.5], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 49.5], 'player': {'id': 398820, 'name': 'Karl Allgöwer'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.9, 37.5], 'player': {'id': 398828, 'name': 'Günther Schäfer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.8, 59.2], 'player': {'id': 39822, 'name': 'Andrea Carnevale'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.1, 51.7], 'player': {'id': 38673, 'name': 'Guido Buchwald'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.8, 62.3], 'player': {'id': 398829, 'name': 'Michael Schröder'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [93.7, 50.8], 'player': {'id': 38691, 'name': 'Srečko Katanec'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 35.7], 'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",9c007752-5831-44be-ae47-3f47c98f7d5b,Off T,0.065766886,Normal,Open Play,,,,Napoli,227,00:05:03.217,Shot,True,UEFA Europa League,Pressure,,,,,,,,,,,,,,,,,,1.107273,,,,,,,,,,,,,,9c007752-5831-44be-ae47-3f47c98f7d5b,172.0,,"[73.7, 65.2]",3887188.0,4.0,,,,,-0.6193123,1b8b0d19-91fa-445a-83ba-2eefe678df7d,Left Foot,,,"[83.8, 58.0]",,Ground Pass,,12.403628,,,Antônio de Oliveira Filho,True,,,,,1.0,Regular Play,Giancarlo Corradini,39816.0,Right Center Back,13.0,Napoli,227.0,['ef637329-b76d-4411-8a1d-9c0c487a968a'],59.0,,,,,,,,,,,,,,Napoli,227.0,00:04:59.608,Pass,,UEFA Europa League,1b8b0d19-91fa-445a-83ba-2eefe678df7d,Set,UEFA Europa League,1988/1989,,,,,,,,
,,,,,,,,,,,,,,,,,0.471287,,,,,,,,,,,,,,fdf385b7-30d6-47ca-8672-562f6ec8aad8,211,,"[112.9, 39.2]",3887188,6,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antônio de Oliveira Filho,39826.0,Right Center Forward,16,Napoli,227,['445ccc6e-5fad-42be-8bd2-a10129e712ed'],45,,Head,"[120.0, 40.0, 4.7]",,"[{'location': [105.1, 31.8], 'player': {'id': 398832, 'name': 'Ásgeir Sigurvinsson'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [112.9, 41.7], 'player': {'id': 19624, 'name': 'Ciro Ferrara'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.4, 51.1], 'player': {'id': 39846, 'name': 'Fernando De Napoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [108.4, 35.3], 'player': {'id': 398829, 'name': 'Michael Schröder'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.6, 40.0], 'player': {'id': 39819, 'name': 'Giovanni Francini'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.9, 33.3], 'player': {'id': 398820, 'name': 'Karl Allgöwer'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.2, 32.1], 'player': {'id': 39843, 'name': 'Luca Fusi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 30.2], 'player': {'id': 398828, 'name': 'Günther Schäfer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.9, 44.4], 'player': {'id': 398830, 'name': 'Jürgen Hartmann'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 38.2], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 47.5], 'player': {'id': 38673, 'name': 'Guido Buchwald'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 42.0], 'player': {'id': 38691, 'name': 'Srečko Katanec'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 40.8], 'player': {'id': 398823, 'name': 'Eike Immel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",358c87dd-7338-45f1-bfe4-5b56020ac1e9,Off T,0.2450236,Normal,Open Play,,,,Napoli,227,00:06:45.234,Shot,,UEFA Europa League,Ball Receipt*,,,,,,,,,,,,,,,,,,1.115157,,,,,,,,,,,,,,358c87dd-7338-45f1-bfe4-5b56020ac1e9,209.0,,"[109.7, 49.6]",3887188.0,6.0,,,,,-1.2722974,fdf385b7-30d6-47ca-8672-562f6ec8aad8,Head,,,"[112.9, 39.2]",,High Pass,,10.881176,,,Antônio de Oliveira Filho,True,,,,,1.0,From Free Kick,Alessandro Renica,39817.0,Center Back,16.0,Napoli,227.0,['15bb77f4-02b5-4a43-bdb9-89f80c05f8fc'],44.0,,,,,,,,,,,,,,Napoli,227.0,00:06:44.079,Pass,,UEFA Europa League,fdf385b7-30d6-47ca-8672-562f6ec8aad8,Set,UEFA Europa League,1988/1989,,,,,,,,
,,,,,,,,,,,,,,,,,0.074479,,,,,,,,,,,,,,a1988027-d0a1-4cb6-8033-95dfcd516837,1808,,"[100.4, 33.3]",3887188,52,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Massimo Crippa,39820.0,Left Wing Back,124,Napoli,227,"['5a2d0b9f-50fe-4dbd-aa63-01fd594cfe74', 'ff9aadc2-1b4c-45f0-a82d-44e65d75894c']",31,,Left Foot,"[103.7, 34.1]",True,"[{'location': [118.6, 39.8], 'player': {'id': 398823, 'name': 'Eike Immel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 37.9], 'player': {'id': 398820, 'name': 'Karl Allgöwer'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.1, 44.5], 'player': {'id': 38691, 'name': 'Srečko Katanec'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 43.5], 'player': {'id': 38673, 'name': 'Guido Buchwald'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 34.1], 'player': {'id': 398830, 'name': 'Jürgen Hartmann'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 33.6], 'player': {'id': 398827, 'name': 'Nils Schmäler'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 29.8], 'player': {'id': 398828, 'name': 'Günther Schäfer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.5, 32.1], 'player': {'id': 39822, 'name': 'Andrea Carnevale'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.5, 40.3], 'player': {'id': 39826, 'name': 'Antônio de Oliveira Filho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.2, 44.4], 'player': {'id': 39846, 'name': 'Fernando De Napoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.0, 31.3], 'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Blocked,0.041852668,Volley,Open Play,,,,Napoli,227,00:07:31.674,Shot,,UEFA Europa League,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1988027-d0a1-4cb6-8033-95dfcd516837,Set,UEFA Europa League,1988/1989,,,,,,,,
